name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
EEG001	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
EEG002	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
EEG003	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
EEG004	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
EEG005	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
EEG006	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
EEG007	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
EEG008	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
EEG009	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
EEG010	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
EEG011	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
EEG012	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
EEG013	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
EEG014	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
EEG015	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
EEG016	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
EEG017	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
