filename	acq_time
eeg/sub-10_ses-0_task-imagery_run-0_eeg.bdf	2017-01-01T00:00:00.000000Z
eeg/sub-10_ses-0_task-imagery_run-10_eeg.bdf	2017-01-01T00:00:00.000000Z
eeg/sub-10_ses-0_task-imagery_run-11_eeg.bdf	2017-01-01T00:00:00.000000Z
eeg/sub-10_ses-0_task-imagery_run-12_eeg.bdf	2017-01-01T00:00:00.000000Z
eeg/sub-10_ses-0_task-imagery_run-13_eeg.bdf	2017-01-01T00:00:00.000000Z
eeg/sub-10_ses-0_task-imagery_run-14_eeg.bdf	2017-01-01T00:00:00.000000Z
eeg/sub-10_ses-0_task-imagery_run-1_eeg.bdf	2017-01-01T00:00:00.000000Z
eeg/sub-10_ses-0_task-imagery_run-2_eeg.bdf	2017-01-01T00:00:00.000000Z
eeg/sub-10_ses-0_task-imagery_run-3_eeg.bdf	2017-01-01T00:00:00.000000Z
eeg/sub-10_ses-0_task-imagery_run-4_eeg.bdf	2017-01-01T00:00:00.000000Z
eeg/sub-10_ses-0_task-imagery_run-5_eeg.bdf	2017-01-01T00:00:00.000000Z
eeg/sub-10_ses-0_task-imagery_run-6_eeg.bdf	2017-01-01T00:00:00.000000Z
eeg/sub-10_ses-0_task-imagery_run-7_eeg.bdf	2017-01-01T00:00:00.000000Z
eeg/sub-10_ses-0_task-imagery_run-8_eeg.bdf	2017-01-01T00:00:00.000000Z
eeg/sub-10_ses-0_task-imagery_run-9_eeg.bdf	2017-01-01T00:00:00.000000Z
